cash_flow,own_supporting,user_other,trust_fund,exp_type,gov_level,desccription,year,value,mode,chained_value,estimate_actual,deflator,gov_level_sort_order,mode_sort_order,user_other_grp
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Prorated share of Army Corps non-capital expenditure attributable to Commercial Navigation activities,2017,897200000,Water,897200000,Actual,100,0,3,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Prorated share of Army Corps non-capital expenditure attributable to Commercial Navigation activities,2018,852400000,Water,827854125,Actual,102.965,0,3,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Prorated share of Army Corps non-capital expenditure attributable to Commercial Navigation activities,2019,712800000,Water,680834806,Actual,104.695,0,3,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Prorated share of Army Corps non-capital expenditure attributable to Commercial Navigation activities,2020,1040000000,Water,989797472,Actual,105.072,0,3,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Prorated share of Army Corps non-capital expenditure attributable to Commercial Navigation activities,2021,1067200000,Water,985356305,Actual,108.306,0,3,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Prorated share of Army Corps non-capital expenditure attributable to Commercial Navigation activities,2022,1006400000,Water,883682949,Actual,113.887,0,3,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and Local,Estimated S&L non-capital expenditure for sea and inland port facilities,2010,2631662000,Water,3030541929,Actual,86.838,1,3,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and Local,Estimated S&L non-capital expenditure for sea and inland port facilities,2011,2533451000,Water,2783828539,Actual,91.006,1,3,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and Local,Estimated S&L non-capital expenditure for sea and inland port facilities,2012,2609854000,Water,2748979871,Actual,94.939,1,3,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and Local,Estimated S&L non-capital expenditure for sea and inland port facilities,2013,2687840000,Water,2763646833,Actual,97.257,1,3,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and Local,Estimated S&L non-capital expenditure for sea and inland port facilities,2014,3121590500,Water,3171348965,Actual,98.431,1,3,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and Local,Estimated S&L non-capital expenditure for sea and inland port facilities,2015,3155806500,Water,3243777753,Actual,97.288,1,3,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and Local,Estimated S&L non-capital expenditure for sea and inland port facilities,2016,3021012000,Water,3111718597,Actual,97.085,1,3,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and Local,Estimated S&L non-capital expenditure for sea and inland port facilities,2017,3155326500,Water,3155326500,Actual,100,1,3,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and Local,Estimated S&L non-capital expenditure for sea and inland port facilities,2018,3177715000,Water,3033444385,Actual,104.756,1,3,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and Local,Estimated S&L non-capital expenditure for sea and inland port facilities,2019,3481713000,Water,3272471192,Actual,106.394,1,3,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and Local,Estimated S&L non-capital expenditure for sea and inland port facilities,2020,3446231500,Water,3224845834,Actual,106.865,1,3,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and Local,Estimated S&L non-capital expenditure for sea and inland port facilities,2021,3392952500,Water,2896023780,Actual,117.159,1,3,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and Local,Estimated S&L non-capital expenditure for sea and inland port facilities,2022,3431243000,Water,2651205359,Actual,129.422,1,3,-
Expenditure,-,-,Non-Trust Fund,Capital,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays for capital",2010,1207000000,Water,1344756896,Actual,89.756,0,3,-
Expenditure,-,-,Non-Trust Fund,Capital,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays for capital",2011,1236000000,Water,1340694862,Actual,92.191,0,3,-
Expenditure,-,-,Non-Trust Fund,Capital,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays for capital",2012,1266000000,Water,1362110518,Actual,92.944,0,3,-
Expenditure,-,-,Non-Trust Fund,Capital,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays for capital",2013,1316000000,Water,1394747440,Actual,94.354,0,3,-
Expenditure,-,-,Non-Trust Fund,Capital,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays for capital",2014,1458000000,Water,1515639781,Actual,96.197,0,3,-
Expenditure,-,-,Non-Trust Fund,Capital,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays for capital",2015,1490000000,Water,1535465122,Actual,97.039,0,3,-
Expenditure,-,-,Non-Trust Fund,Capital,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays for capital",2016,1142000000,Water,1165353688,Actual,97.996,0,3,-
Expenditure,-,-,Non-Trust Fund,Capital,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays for capital",2017,1433000000,Water,1433000000,Actual,100,0,3,-
Expenditure,-,-,Non-Trust Fund,Capital,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays for capital",2018,1457000000,Water,1415043947,Actual,102.965,0,3,-
Expenditure,-,-,Non-Trust Fund,Capital,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays for capital",2019,1506000000,Water,1438464110,Actual,104.695,0,3,-
Expenditure,-,-,Non-Trust Fund,Capital,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays for capital",2020,1409000000,Water,1340985229,Actual,105.072,0,3,-
Expenditure,-,-,Non-Trust Fund,Capital,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays for capital",2021,1663000000,Water,1535464333,Actual,108.306,0,3,-
Expenditure,-,-,Non-Trust Fund,Capital,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays for capital",2022,1618000000,Water,1420706490,Actual,113.887,0,3,-
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Estimated S&L capital expenditure for sea and inland port facilities,2010,2631662000,Water,3030541929,Actual,86.838,1,3,-
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Estimated S&L capital expenditure for sea and inland port facilities,2011,2533451000,Water,2783828539,Actual,91.006,1,3,-
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Estimated S&L capital expenditure for sea and inland port facilities,2012,2609854000,Water,2748979871,Actual,94.939,1,3,-
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Estimated S&L capital expenditure for sea and inland port facilities,2013,2687840000,Water,2763646833,Actual,97.257,1,3,-
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Estimated S&L capital expenditure for sea and inland port facilities,2014,3121590500,Water,3171348965,Actual,98.431,1,3,-
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Estimated S&L capital expenditure for sea and inland port facilities,2015,3155806500,Water,3243777753,Actual,97.288,1,3,-
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Estimated S&L capital expenditure for sea and inland port facilities,2016,3021012000,Water,3111718597,Actual,97.085,1,3,-
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Estimated S&L capital expenditure for sea and inland port facilities,2017,3155326500,Water,3155326500,Actual,100,1,3,-
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Estimated S&L capital expenditure for sea and inland port facilities,2018,3177715000,Water,3033444385,Actual,104.756,1,3,-
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Estimated S&L capital expenditure for sea and inland port facilities,2019,3481713000,Water,3272471192,Actual,106.394,1,3,-
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Estimated S&L capital expenditure for sea and inland port facilities,2020,3446231500,Water,3224845834,Actual,106.865,1,3,-
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Estimated S&L capital expenditure for sea and inland port facilities,2021,3392952500,Water,2896023780,Actual,117.159,1,3,-
Expenditure,-,-,Non-Trust Fund,Capital,State and Local,Estimated S&L capital expenditure for sea and inland port facilities,2022,3431243000,Water,2651205359,Actual,129.422,1,3,-
Revenue,Own-Source,User-Based,Trust Fund,-,Federal,Harbor Maintenance Trust Fund receipts,2010,1298686485,Water,1446907711,Actual,89.756,0,3,User-Based
Revenue,Own-Source,User-Based,Trust Fund,-,Federal,Harbor Maintenance Trust Fund receipts,2011,1599208213,Water,1734668474,Actual,92.191,0,3,User-Based
Expenditure,-,-,Total,Non-Capital,Total,-,2020,49815152320,Transit,46617585391,Actual,,9999,1,-
Revenue,Own-Source,User-Based,Trust Fund,-,Federal,Harbor Maintenance Trust Fund receipts,2012,1586895321,Water,1707367147,Actual,92.944,0,3,User-Based
Revenue,Own-Source,User-Based,Trust Fund,-,Federal,Harbor Maintenance Trust Fund receipts,2013,1696017772,Water,1797504899,Actual,94.354,0,3,User-Based
Revenue,Own-Source,User-Based,Trust Fund,-,Federal,Harbor Maintenance Trust Fund receipts,2014,1576295785,Water,1638612207,Actual,96.197,0,3,User-Based
Revenue,Own-Source,User-Based,Trust Fund,-,Federal,Harbor Maintenance Trust Fund receipts,2015,1492016315,Water,1537542962,Actual,97.039,0,3,User-Based
Revenue,Own-Source,User-Based,Trust Fund,-,Federal,Harbor Maintenance Trust Fund receipts,2016,1387177893,Water,1415545423,Actual,97.996,0,3,User-Based
Revenue,Own-Source,User-Based,Trust Fund,-,Federal,Harbor Maintenance Trust Fund receipts,2017,1474154354,Water,1474154354,Actual,100,0,3,User-Based
Revenue,Own-Source,User-Based,Trust Fund,-,Federal,Harbor Maintenance Trust Fund receipts,2018,1657654517,Water,1609920378,Actual,102.965,0,3,User-Based
Revenue,Own-Source,User-Based,Trust Fund,-,Federal,Harbor Maintenance Trust Fund receipts,2019,1769776536,Water,1690411706,Actual,104.695,0,3,User-Based
Revenue,Own-Source,User-Based,Trust Fund,-,Federal,Harbor Maintenance Trust Fund receipts,2020,1449292339,Water,1379332590,Actual,105.072,0,3,User-Based
Revenue,Own-Source,User-Based,Trust Fund,-,Federal,Harbor Maintenance Trust Fund receipts,2021,1617585759,Water,1493532915,Actual,108.306,0,3,User-Based
Revenue,Own-Source,User-Based,Trust Fund,-,Federal,Harbor Maintenance Trust Fund receipts,2022,1970946817,Water,1730616152,Actual,113.887,0,3,User-Based
Revenue,Own-Source,User-Based,Trust Fund,-,Federal,Inland Waterways Trust Fund receipts,2010,74076203,Water,82530642,Actual,89.756,0,3,User-Based
Revenue,Own-Source,User-Based,Trust Fund,-,Federal,Inland Waterways Trust Fund receipts,2011,84002574,Water,91117977,Actual,92.191,0,3,User-Based
Revenue,Own-Source,User-Based,Trust Fund,-,Federal,Inland Waterways Trust Fund receipts,2012,89282940,Water,96061004,Actual,92.944,0,3,User-Based
Revenue,Own-Source,User-Based,Trust Fund,-,Federal,Inland Waterways Trust Fund receipts,2013,75153190,Water,79650243,Actual,94.354,0,3,User-Based
Revenue,Own-Source,User-Based,Trust Fund,-,Federal,Inland Waterways Trust Fund receipts,2014,81751065,Water,84982967,Actual,96.197,0,3,User-Based
Revenue,Own-Source,User-Based,Trust Fund,-,Federal,Inland Waterways Trust Fund receipts,2015,97900331,Water,100887613,Actual,97.039,0,3,User-Based
Revenue,Own-Source,User-Based,Trust Fund,-,Federal,Inland Waterways Trust Fund receipts,2016,111127453,Water,113399989,Actual,97.996,0,3,User-Based
Revenue,Own-Source,User-Based,Trust Fund,-,Federal,Inland Waterways Trust Fund receipts,2017,114404428,Water,114404428,Actual,100,0,3,User-Based
Revenue,Own-Source,User-Based,Trust Fund,-,Federal,Inland Waterways Trust Fund receipts,2018,116810991,Water,113447279,Actual,102.965,0,3,User-Based
Revenue,Own-Source,User-Based,Trust Fund,-,Federal,Inland Waterways Trust Fund receipts,2019,121244963,Water,115807787,Actual,104.695,0,3,User-Based
Revenue,Own-Source,User-Based,Trust Fund,-,Federal,Inland Waterways Trust Fund receipts,2020,112376906,Water,106952286,Actual,105.072,0,3,User-Based
Revenue,Own-Source,User-Based,Trust Fund,-,Federal,Inland Waterways Trust Fund receipts,2021,127186636,Water,117432678,Actual,108.306,0,3,User-Based
Revenue,Own-Source,User-Based,Trust Fund,-,Federal,Inland Waterways Trust Fund receipts,2022,125446203,Water,110149712,Actual,113.887,0,3,User-Based
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Harbor Maintenance Trust Fund direct expenditure for non-capital,2010,35550000,Water,39607380,Actual,89.756,0,3,-
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Harbor Maintenance Trust Fund direct expenditure for non-capital,2011,35485352,Water,38491124,Actual,92.191,0,3,-
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Harbor Maintenance Trust Fund direct expenditure for non-capital,2012,35533000,Water,38230547,Actual,92.944,0,3,-
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Harbor Maintenance Trust Fund direct expenditure for non-capital,2013,33845661,Water,35870934,Actual,94.354,0,3,-
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Harbor Maintenance Trust Fund direct expenditure for non-capital,2014,34274000,Water,35628970,Actual,96.197,0,3,-
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Harbor Maintenance Trust Fund direct expenditure for non-capital,2015,35316000,Water,36393615,Actual,97.039,0,3,-
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Harbor Maintenance Trust Fund direct expenditure for non-capital,2016,31674000,Water,32321727,Actual,97.996,0,3,-
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Harbor Maintenance Trust Fund direct expenditure for non-capital,2017,39302000,Water,39302000,Actual,100,0,3,-
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Harbor Maintenance Trust Fund direct expenditure for non-capital,2018,43274000,Water,42027874,Actual,102.965,0,3,-
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Harbor Maintenance Trust Fund direct expenditure for non-capital,2019,39274000,Water,37512775,Actual,104.695,0,3,-
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Harbor Maintenance Trust Fund direct expenditure for non-capital,2020,41274000,Water,39281635,Actual,105.072,0,3,-
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Harbor Maintenance Trust Fund direct expenditure for non-capital,2021,41274000,Water,38108692,Actual,108.306,0,3,-
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Harbor Maintenance Trust Fund direct expenditure for non-capital,2022,41274000,Water,36241186,Actual,113.887,0,3,-
Expenditure,-,-,Trust Fund,Capital,Federal,Harbor Maintenance Trust Funded Army Corps expenditures for capital,2010,793000000,Water,883506395,Actual,89.756,0,3,-
Expenditure,-,-,Trust Fund,Capital,Federal,Harbor Maintenance Trust Funded Army Corps expenditures for capital,2011,791414000,Water,858450391,Actual,92.191,0,3,-
Expenditure,-,-,Trust Fund,Capital,Federal,Harbor Maintenance Trust Funded Army Corps expenditures for capital,2012,876986000,Water,943563866,Actual,92.944,0,3,-
Expenditure,-,-,Trust Fund,Capital,Federal,Harbor Maintenance Trust Funded Army Corps expenditures for capital,2013,855203419,Water,906377492,Actual,94.354,0,3,-
Expenditure,-,-,Trust Fund,Capital,Federal,Harbor Maintenance Trust Funded Army Corps expenditures for capital,2014,979000000,Water,1017703255,Actual,96.197,0,3,-
Expenditure,-,-,Trust Fund,Capital,Federal,Harbor Maintenance Trust Funded Army Corps expenditures for capital,2015,1204588000,Water,1241344202,Actual,97.039,0,3,-
Expenditure,-,-,Trust Fund,Capital,Federal,Harbor Maintenance Trust Funded Army Corps expenditures for capital,2016,1262914000,Water,1288740357,Actual,97.996,0,3,-
Expenditure,-,-,Trust Fund,Capital,Federal,Harbor Maintenance Trust Funded Army Corps expenditures for capital,2017,1110897175,Water,1110897175,Actual,100,0,3,-
Expenditure,-,-,Trust Fund,Capital,Federal,Harbor Maintenance Trust Funded Army Corps expenditures for capital,2018,1392877028,Water,1352767472,Actual,102.965,0,3,-
Expenditure,-,-,Trust Fund,Capital,Federal,Harbor Maintenance Trust Funded Army Corps expenditures for capital,2019,1745402444,Water,1667130660,Actual,104.695,0,3,-
Expenditure,-,-,Trust Fund,Capital,Federal,Harbor Maintenance Trust Funded Army Corps expenditures for capital,2020,1568682099,Water,1492959208,Actual,105.072,0,3,-
Expenditure,-,-,Trust Fund,Capital,Federal,Harbor Maintenance Trust Funded Army Corps expenditures for capital,2021,1553683544,Water,1434531369,Actual,108.306,0,3,-
Expenditure,-,-,Trust Fund,Capital,Federal,Harbor Maintenance Trust Funded Army Corps expenditures for capital,2022,1746136521,Water,1533218472,Actual,113.887,0,3,-
Expenditure,-,-,Trust Fund,Capital,Federal,Inland Waterways Trust Funded Army Corps expenditure,2010,73284670,Water,81648770,Actual,89.756,0,3,-
Expenditure,-,-,Trust Fund,Capital,Federal,Inland Waterways Trust Funded Army Corps expenditure,2011,97194908,Water,105427762,Actual,92.191,0,3,-
Expenditure,-,-,Trust Fund,Capital,Federal,Inland Waterways Trust Funded Army Corps expenditure,2012,88688440,Water,95421372,Actual,92.944,0,3,-
Expenditure,-,-,Trust Fund,Capital,Federal,Inland Waterways Trust Funded Army Corps expenditure,2013,86167807,Water,91323958,Actual,94.354,0,3,-
Expenditure,-,-,Trust Fund,Capital,Federal,Inland Waterways Trust Funded Army Corps expenditure,2014,97868992,Water,101738092,Actual,96.197,0,3,-
Expenditure,-,-,Trust Fund,Capital,Federal,Inland Waterways Trust Funded Army Corps expenditure,2015,68337206,Water,70422414,Actual,97.039,0,3,-
Expenditure,-,-,Trust Fund,Capital,Federal,Inland Waterways Trust Funded Army Corps expenditure,2016,108000000,Water,110208580,Actual,97.996,0,3,-
Expenditure,-,-,Trust Fund,Capital,Federal,Inland Waterways Trust Funded Army Corps expenditure,2017,108359067,Water,108359067,Actual,100,0,3,-
Expenditure,-,-,Trust Fund,Capital,Federal,Inland Waterways Trust Funded Army Corps expenditure,2018,49273204,Water,47854323,Actual,102.965,0,3,-
Expenditure,-,-,Trust Fund,Capital,Federal,Inland Waterways Trust Funded Army Corps expenditure,2019,183217537,Water,175001229,Actual,104.695,0,3,-
Expenditure,-,-,Trust Fund,Capital,Federal,Inland Waterways Trust Funded Army Corps expenditure,2020,50037921,Water,47622507,Actual,105.072,0,3,-
Expenditure,-,-,Trust Fund,Capital,Federal,Inland Waterways Trust Funded Army Corps expenditure,2021,38009688,Water,35094721,Actual,108.306,0,3,-
Expenditure,-,-,Trust Fund,Capital,Federal,Inland Waterways Trust Funded Army Corps expenditure,2022,146666046,Water,128782079,Actual,113.887,0,3,-
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,Non-Trust Funded portion of PHMSA operations and grants,2010,152000000,Pipeline,169348010,Actual,89.756,0,5,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,Non-Trust Funded portion of PHMSA operations and grants,2011,168000000,Pipeline,182230370,Actual,92.191,0,5,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,Non-Trust Funded portion of PHMSA operations and grants,2012,155000000,Pipeline,166767086,Actual,92.944,0,5,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,Non-Trust Funded portion of PHMSA operations and grants,2013,166000000,Pipeline,175933188,Actual,94.354,0,5,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,Non-Trust Funded portion of PHMSA operations and grants,2014,175000000,Pipeline,181918355,Actual,96.197,0,5,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,Non-Trust Funded portion of PHMSA operations and grants,2015,182000000,Pipeline,187553458,Actual,97.039,0,5,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,Non-Trust Funded portion of PHMSA operations and grants,2016,238000000,Pipeline,242867056,Actual,97.996,0,5,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,Non-Trust Funded portion of PHMSA operations and grants,2017,226000000,Pipeline,226000000,Actual,100,0,5,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,Non-Trust Funded portion of PHMSA operations and grants,2018,219000000,Pipeline,212693634,Actual,102.965,0,5,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,Non-Trust Funded portion of PHMSA operations and grants,2019,225000000,Pipeline,214909977,Actual,104.695,0,5,Other
Expenditure,-,-,Total,Non-Capital,Total,-,2021,49857061866,Transit,42565432030,Actual,,9999,1,-
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,Non-Trust Funded portion of PHMSA operations and grants,2020,255000000,Pipeline,242690726,Actual,105.072,0,5,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,Non-Trust Funded portion of PHMSA operations and grants,2021,244000000,Pipeline,225287611,Actual,108.306,0,5,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,Non-Trust Funded portion of PHMSA operations and grants,2022,247000000,Pipeline,216881646,Actual,113.887,0,5,Other
Transfer,-,-,Non-Trust Fund,-,Federal,Other PHMSA grant programs,2010,30000000,Pipeline,33423949,Actual,89.756,0,5,-
Transfer,-,-,Non-Trust Fund,-,Federal,Other PHMSA grant programs,2011,32000000,Pipeline,34710547,Actual,92.191,0,5,-
Transfer,-,-,Non-Trust Fund,-,Federal,Other PHMSA grant programs,2012,25000000,Pipeline,26897917,Actual,92.944,0,5,-
Transfer,-,-,Non-Trust Fund,-,Federal,Other PHMSA grant programs,2013,33000000,Pipeline,34974670,Actual,94.354,0,5,-
Transfer,-,-,Non-Trust Fund,-,Federal,Other PHMSA grant programs,2014,43000000,Pipeline,44699939,Actual,96.197,0,5,-
Transfer,-,-,Non-Trust Fund,-,Federal,Other PHMSA grant programs,2015,45000000,Pipeline,46373108,Actual,97.039,0,5,-
Transfer,-,-,Non-Trust Fund,-,Federal,Other PHMSA grant programs,2016,52000000,Pipeline,53063390,Actual,97.996,0,5,-
Transfer,-,-,Non-Trust Fund,-,Federal,Other PHMSA grant programs,2017,40000000,Pipeline,40000000,Actual,100,0,5,-
Transfer,-,-,Non-Trust Fund,-,Federal,Other PHMSA grant programs,2018,40000000,Pipeline,38848152,Actual,102.965,0,5,-
Transfer,-,-,Non-Trust Fund,-,Federal,Other PHMSA grant programs,2019,46000000,Pipeline,43937151,Actual,104.695,0,5,-
Transfer,-,-,Non-Trust Fund,-,Federal,Other PHMSA grant programs,2020,56000000,Pipeline,53296787,Actual,105.072,0,5,-
Transfer,-,-,Non-Trust Fund,-,Federal,Other PHMSA grant programs,2021,56000000,Pipeline,51705353,Actual,108.306,0,5,-
Transfer,-,-,Non-Trust Fund,-,Federal,Other PHMSA grant programs,2022,59000000,Pipeline,51805737,Actual,113.887,0,5,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Non-Trust Funded portion of PHMSA operations,2010,122000000,Pipeline,135924061,Actual,89.756,0,5,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Non-Trust Funded portion of PHMSA operations,2011,136000000,Pipeline,147519823,Actual,92.191,0,5,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Non-Trust Funded portion of PHMSA operations,2012,130000000,Pipeline,139869169,Actual,92.944,0,5,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Non-Trust Funded portion of PHMSA operations,2013,133000000,Pipeline,140958518,Actual,94.354,0,5,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Non-Trust Funded portion of PHMSA operations,2014,132000000,Pipeline,137218416,Actual,96.197,0,5,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Non-Trust Funded portion of PHMSA operations,2015,137000000,Pipeline,141180350,Actual,97.039,0,5,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Non-Trust Funded portion of PHMSA operations,2016,186000000,Pipeline,189803665,Actual,97.996,0,5,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Non-Trust Funded portion of PHMSA operations,2017,186000000,Pipeline,186000000,Actual,100,0,5,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Non-Trust Funded portion of PHMSA operations,2018,179000000,Pipeline,173845481,Actual,102.965,0,5,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Non-Trust Funded portion of PHMSA operations,2019,179000000,Pipeline,170972826,Actual,104.695,0,5,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Non-Trust Funded portion of PHMSA operations,2020,199000000,Pipeline,189393939,Actual,105.072,0,5,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Non-Trust Funded portion of PHMSA operations,2021,188000000,Pipeline,173582258,Actual,108.306,0,5,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Non-Trust Funded portion of PHMSA operations,2022,188000000,Pipeline,165075909,Actual,113.887,0,5,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and Local,S&L expenditure of federal grants,2010,30000000,Pipeline,34547088,Actual,86.838,1,5,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and Local,S&L expenditure of federal grants,2011,35000000,Pipeline,38459003,Actual,91.006,1,5,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and Local,S&L expenditure of federal grants,2012,30000000,Pipeline,31599237,Actual,94.939,1,5,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and Local,S&L expenditure of federal grants,2013,38000000,Pipeline,39071738,Actual,97.257,1,5,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and Local,S&L expenditure of federal grants,2014,48000000,Pipeline,48765125,Actual,98.431,1,5,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and Local,S&L expenditure of federal grants,2015,50000000,Pipeline,51393800,Actual,97.288,1,5,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and Local,S&L expenditure of federal grants,2016,60000000,Pipeline,61801514,Actual,97.085,1,5,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and Local,S&L expenditure of federal grants,2017,49000000,Pipeline,49000000,Actual,100,1,5,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and Local,S&L expenditure of federal grants,2018,47000000,Pipeline,44866165,Actual,104.756,1,5,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and Local,S&L expenditure of federal grants,2019,55000000,Pipeline,51694644,Actual,106.394,1,5,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and Local,S&L expenditure of federal grants,2020,64000000,Pipeline,59888645,Actual,106.865,1,5,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and Local,S&L expenditure of federal grants,2021,64000000,Pipeline,54626619,Actual,117.159,1,5,-
Expenditure,-,-,Non-Trust Fund,Non-Capital,State and Local,S&L expenditure of federal grants,2022,70000000,Pipeline,54086631,Actual,129.422,1,5,-
Transfer,-,-,Trust Fund,-,Federal,Trust funded portion of Pipeline Safety Grants,2010,0,Pipeline,0,Actual,89.756,0,5,-
Transfer,-,-,Trust Fund,-,Federal,Trust funded portion of Pipeline Safety Grants,2011,3000000,Pipeline,3254114,Actual,92.191,0,5,-
Transfer,-,-,Trust Fund,-,Federal,Trust funded portion of Pipeline Safety Grants,2012,5000000,Pipeline,5379583,Actual,92.944,0,5,-
Transfer,-,-,Trust Fund,-,Federal,Trust funded portion of Pipeline Safety Grants,2013,5000000,Pipeline,5299192,Actual,94.354,0,5,-
Transfer,-,-,Trust Fund,-,Federal,Trust funded portion of Pipeline Safety Grants,2014,5000000,Pipeline,5197667,Actual,96.197,0,5,-
Transfer,-,-,Trust Fund,-,Federal,Trust funded portion of Pipeline Safety Grants,2015,5000000,Pipeline,5152568,Actual,97.039,0,5,-
Transfer,-,-,Trust Fund,-,Federal,Trust funded portion of Pipeline Safety Grants,2016,8000000,Pipeline,8163599,Actual,97.996,0,5,-
Transfer,-,-,Trust Fund,-,Federal,Trust funded portion of Pipeline Safety Grants,2017,9000000,Pipeline,9000000,Actual,100,0,5,-
